Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
342000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
441000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
485000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
540000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
540000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
541000,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
541000,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
542000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
0,000002C4,false,Rx,0,8,03,00,00,00,72,02,00,00,
0,000002C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
549000,000002C6,false,Rx,0,8,32,00,7C,01,00,00,00,00,
584000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
641000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
685000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
740000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
740000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
741000,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
741000,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
741000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
768000,000002C4,false,Rx,0,8,03,00,00,00,72,02,00,00,
768000,000002C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
769000,000002C6,false,Rx,0,8,32,00,7C,01,00,00,00,00,
785000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
841000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
885000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
941000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
941000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
0,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
0,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
941000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
984000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
0,000002C4,false,Rx,0,8,03,00,00,00,72,02,00,00,
0,000002C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
989000,000002C6,false,Rx,0,8,32,00,7C,01,00,00,00,00,
41000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
85000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
141000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
141000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
0,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
0,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
142000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
184000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
0,000002C4,false,Rx,0,8,03,00,00,00,72,02,00,00,
0,000002C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
209000,000002C6,false,Rx,0,8,32,00,7C,01,00,00,00,00,
240000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
284000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
341000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
341000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
341000,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
0,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
0,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
384000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
429000,000002C4,false,Rx,0,8,03,00,00,00,72,02,00,00,
0,000002C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
0,000002C6,false,Rx,0,8,32,00,7C,01,00,00,00,00,
441000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
484000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
541000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
541000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
541000,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
541000,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
542000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
584000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
641000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
648000,000002C4,false,Rx,0,8,03,00,00,00,72,02,00,00,
649000,000002C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
649000,000002C6,false,Rx,0,8,32,00,7C,01,00,00,00,00,
684000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
741000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
741000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
0,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
0,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
0,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
784000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
841000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
869000,000002C4,false,Rx,0,8,03,00,00,00,72,02,00,00,
869000,000002C5,false,Rx,0,8,00,00,00,00,00,00,00,00,
869000,000002C6,false,Rx,0,8,32,00,7C,01,00,00,00,00,
884000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
940000,00000054,false,Rx,0,8,00,00,FE,FF,BF,02,00,00,
941000,00000055,false,Rx,0,8,10,27,00,00,00,00,00,00,
941000,00000056,false,Rx,0,8,10,27,00,00,00,00,00,00,
941000,00000057,false,Rx,0,8,00,00,FE,FF,FE,FF,00,00,
942000,0000060D,false,Rx,0,8,0D,11,82,B6,09,20,70,00,
985000,00000625,false,Rx,0,8,25,00,59,86,01,54,5C,06,
